feature,importance
f18,9737.76171875
f16,7671.80712890625
f17,4023.499267578125
f10,4003.669189453125
f0,2757.70751953125
f1,2470.907958984375
f7,870.92236328125
f9,747.0281982421875
f8,657.5732421875
f2,522.992431640625
f3,451.6181640625
f5,391.6038818359375
f6,187.20431518554688
f4,174.42263793945312
f14,133.53787231445312
f12,111.80997467041016
f13,46.55405044555664
f15,21.435440063476562
