feature,importance
f18,330.7142028808594
f16,252.36044311523438
f1,161.11741638183594
f10,160.0237274169922
f17,156.5796356201172
f0,100.98228454589844
f7,67.12042999267578
f8,52.19938278198242
f2,42.57747268676758
f6,27.83202362060547
f9,26.04033088684082
f3,17.483619689941406
f4,10.430105209350586
f5,6.962621688842773
f14,3.751190423965454
f12,3.1751654148101807
f15,2.7736592292785645
f13,1.0460999011993408
