feature,importance
f17,462.6763000488281
f1,420.8241882324219
f7,359.09991455078125
f10,302.6788635253906
f18,294.59783935546875
f16,268.6825256347656
f2,249.16368103027344
f0,137.20779418945312
f8,119.83822631835938
f6,101.36530303955078
f3,64.20271301269531
f5,62.81337356567383
f9,61.68142318725586
f4,59.397377014160156
f14,6.458525657653809
f12,4.705345153808594
f13,1.9820711612701416
